ticker,company_name,cik,exchange,form_type,filing_date,accession_number,primary_document,market_cap,market_cap_source
ANVS,"Annovis Bio, Inc.",0001477845,NYSE,25,2021-11-26,0001104659-21-143846,tm2133952d1_25.htm,682714426.7060299,yahoo_historical
OFSSO,OFS Capital Corp,0001487918,NASDAQ,25-NSE,2021-11-22,0001354457-21-001365,xslF25X02/primary_doc.xml,,none
HOMB,HOME BANCSHARES INC,0001331520,NYSE,25,2021-11-19,0001193125-21-334989,d492289d25.htm,4387668550.192131,yahoo_historical
WAL-PA,WESTERN ALLIANCE BANCORPORATION,0001212545,NYSE,25-NSE,2021-11-16,0000876661-21-001615,xslF25X02/primary_doc.xml,,none
JBI,"Janus International Group, Inc.",0001839839,NYSE,25-NSE,2021-11-12,0000876661-21-001602,xslF25X02/primary_doc.xml,1839436444.0,yahoo_historical
CL,COLGATE PALMOLIVE CO,0000021665,NYSE,25-NSE,2021-11-12,0000876661-21-001601,xslF25X02/primary_doc.xml,56840751255.74002,yahoo_historical
NXDR,"Nextdoor Holdings, Inc.",0001846069,NYSE,25,2021-11-05,0001628280-21-021969,form25.htm,799901504.0,yahoo_current
AUROW,"Aurora Innovation, Inc.",0001828108,NASDAQ,25-NSE,2021-11-03,0001354457-21-001281,xslF25X02/primary_doc.xml,,none
CBL,CBL & ASSOCIATES PROPERTIES INC,0000910612,NYSE,25-NSE,2021-11-02,0000876661-21-001567,xslF25X02/primary_doc.xml,667940885.8399086,yahoo_historical
FDUS,FIDUS INVESTMENT Corp,0001513363,NASDAQ,25-NSE,2021-11-01,0001354457-21-001260,xslF25X02/primary_doc.xml,389559314.82342625,yahoo_historical
BPOPM,"POPULAR, INC.",0000763901,NASDAQ,25-NSE,2021-10-29,0001354457-21-001248,xslF25X02/primary_doc.xml,,none
GLAD,GLADSTONE CAPITAL CORP,0001143513,NASDAQ,25-NSE,2021-10-29,0001354457-21-001252,xslF25X02/primary_doc.xml,365084039.5987301,yahoo_historical
LTRYW,Lottery.com Inc.,0001673481,NASDAQ,25-NSE,2021-10-29,0001354457-21-001247,xslF25X02/primary_doc.xml,,none
GTM,ZoomInfo Technologies Inc.,0001794515,NASDAQ,25-NSE,2021-10-29,0001354457-21-001250,xslF25X02/primary_doc.xml,20945250515.84198,yahoo_historical
HLIO,"HELIOS TECHNOLOGIES, INC.",0001024795,NYSE,25,2021-10-29,0001193125-21-312540,d230090d25.htm,2926806854.71727,yahoo_historical
PANW,Palo Alto Networks Inc,0001327567,NASDAQ,25,2021-10-22,0001193125-21-305481,d221935d25.htm,57469366477.66321,yahoo_historical
MHK,MOHAWK INDUSTRIES INC,0000851968,NYSE,25-NSE,2021-10-20,0000876661-21-001514,xslF25X02/primary_doc.xml,11719476047.133179,yahoo_historical
NNN,"NNN REIT, INC.",0000751364,NYSE,25-NSE,2021-10-18,0000876661-21-001500,xslF25X02/primary_doc.xml,7001139918.604488,yahoo_historical
ALLY,Ally Financial Inc.,0000040729,NYSE,25-NSE,2021-10-15,0000876661-21-001498,xslF25X02/primary_doc.xml,14634413237.239838,yahoo_historical
BKKT-WT,"Bakkt Holdings, Inc.",0001820302,NYSE,25,2021-10-15,0001193125-21-300075,d216802d25.htm,,none
HBANL,HUNTINGTON BANCSHARES INC /MD/,0000049196,NASDAQ,25-NSE,2021-10-15,0001354457-21-001165,xslF25X02/primary_doc.xml,,none
TDS-PV,TELEPHONE & DATA SYSTEMS INC /DE/,0001051512,NYSE,25-NSE,2021-10-14,0000876661-21-001487,xslF25X02/primary_doc.xml,,none
VNO-PO,VORNADO REALTY TRUST,0000899689,NYSE,25-NSE,2021-10-13,0000876661-21-001483,xslF25X02/primary_doc.xml,,none
LCID,"Lucid Group, Inc.",0001811210,NASDAQ,25-NSE,2021-10-12,0001354457-21-001150,xslF25X02/primary_doc.xml,74753248162.76724,yahoo_historical
GWH-WT,"ESS Tech, Inc.",0001819438,NYSE,25,2021-10-08,0001193125-21-295367,d155723d25.htm,,none
TSE,Trinseo PLC,0001519061,NYSE,25-NSE,2021-10-08,0000876661-21-001469,xslF25X02/primary_doc.xml,1882063061.1508713,yahoo_historical
DUKB,Duke Energy CORP,0001326160,NYSE,25-NSE,2021-10-07,0000876661-21-001452,xslF25X02/primary_doc.xml,,none
FPI,Farmland Partners Inc.,0001591670,NYSE,25-NSE,2021-10-04,0000876661-21-001440,xslF25X02/primary_doc.xml,412115643.0689001,yahoo_historical
IONQ-WT,"IonQ, Inc.",0001824920,NYSE,25-NSE,2021-10-04,0000876661-21-001444,xslF25X02/primary_doc.xml,,none
ASRV,AMERISERV FINANCIAL INC /PA/,0000707605,NASDAQ,25-NSE,2021-10-01,0001354457-21-001109,xslF25X02/primary_doc.xml,56056416.80186105,yahoo_historical
WOLF,"WOLFSPEED, INC.",0000895419,NYSE,25,2021-10-01,0000895419-21-000120,form25_100121.htm,466064032.0,yahoo_current
INBKZ,First Internet Bancorp,0001562463,NASDAQ,25-NSE,2021-10-01,0001354457-21-001111,xslF25X02/primary_doc.xml,,none
DXC,DXC Technology Co,0001688568,NYSE,25-NSE,2021-09-29,0000876661-21-001410,xslF25X02/primary_doc.xml,5971053202.05439,yahoo_historical
ACGLN,ARCH CAPITAL GROUP LTD.,0000947484,NASDAQ,25-NSE,2021-09-29,0001354457-21-001095,xslF25X02/primary_doc.xml,,none
PDYNW,Palladyne AI Corp.,0001826681,NASDAQ,25,2021-09-24,0000950123-21-012603,strc-form25.htm,,none
XRX,Xerox Holdings Corp,0001770450,NASDAQ,25,2021-09-20,0001193125-21-277350,d189667d25.htm,2015860523.5638227,yahoo_historical
UUUU,ENERGY FUELS INC,0001385849,AMEX,25-NSE,2021-09-20,0001143313-21-000040,xslF25X02/primary_doc.xml,1606431414.834114,yahoo_historical
STEM,"STEM, INC.",0001758766,NYSE,25-NSE,2021-09-20,0000876661-21-001359,xslF25X02/primary_doc.xml,4080997119.9902344,yahoo_historical
ACHR-WT,Archer Aviation Inc.,0001824502,NYSE,25-NSE,2021-09-17,0000876661-21-001357,xslF25X02/primary_doc.xml,,none
AEFC,AEGON LTD.,0000769218,NYSE,25-NSE,2021-09-15,0000876661-21-001335,xslF25X02/primary_doc.xml,,none
CUBB,"Customers Bancorp, Inc.",0001488813,NYSE,25-NSE,2021-09-15,0000876661-21-001330,xslF25X02/primary_doc.xml,,none
BKSY-WT,BlackSky Technology Inc.,0001753539,NYSE,25-NSE,2021-09-10,0000876661-21-001296,xslF25X02/primary_doc.xml,,none
CCEP,COCA-COLA EUROPACIFIC PARTNERS plc,0001650107,NASDAQ,25,2021-09-10,0001650107-21-000075,a20210910form25nysetonasdaq.htm,22533450887.31234,yahoo_historical
TMCWW,TMC the metals Co Inc.,0001798562,NASDAQ,25,2021-09-09,0001213900-21-047200,ea146595-25_sustainableoppo.htm,,none
INN-PF,"Summit Hotel Properties, Inc.",0001497645,NYSE,25-NSE,2021-09-07,0000876661-21-001288,xslF25X02/primary_doc.xml,,none
MSFT,MICROSOFT CORP,0000789019,NASDAQ,25-NSE,2021-09-03,0001354457-21-001009,xslF25X02/primary_doc.xml,3572231045120.0,yahoo_current
RDW,Redwire Corp,0001819810,NYSE,25-NSE,2021-09-03,0000876661-21-001280,xslF25X02/primary_doc.xml,2021445546.1199856,yahoo_historical
NDAQ,"NASDAQ, INC.",0001120193,NASDAQ,25-NSE,2021-09-01,0001354457-21-000997,xslF25X02/primary_doc.xml,35433492058.77086,yahoo_historical
UZD,"ARRAY DIGITAL INFRASTRUCTURE, INC.",0000821130,NYSE,25-NSE,2021-09-01,0000876661-21-001266,xslF25X02/primary_doc.xml,,none
CNP,CENTERPOINT ENERGY INC,0001130310,NYSE,25-NSE,2021-09-01,0000876661-21-001275,xslF25X02/primary_doc.xml,14930401858.117836,yahoo_historical
AIRTP,AIR T INC,0000353184,NASDAQ,25-NSE,2021-08-30,0001354457-21-000990,xslF25X02/primary_doc.xml,49875436.18495941,yahoo_historical
HUMAW,"Humacyte, Inc.",0001818382,NASDAQ,25-NSE,2021-08-26,0001354457-21-000975,xslF25X02/primary_doc.xml,,none
QS,QuantumScape Corp,0001811414,NASDAQ,25-NSE,2021-08-26,0000876661-21-001232,xslF25X02/primary_doc.xml,11962345929.288391,yahoo_historical
PEB-PH,Pebblebrook Hotel Trust,0001474098,NYSE,25-NSE,2021-08-26,0000876661-21-001237,xslF25X02/primary_doc.xml,,none
SMRT,"SmartRent, Inc.",0001837014,NYSE,25,2021-08-24,0001104659-21-108981,tm2125734d13_25.htm,325425248.0,yahoo_current
CLOV,"CLOVER HEALTH INVESTMENTS, CORP. /DE",0001801170,NASDAQ,25-NSE,2021-08-23,0001354457-21-000957,xslF25X02/primary_doc.xml,3445355723.202158,yahoo_historical
BOKF,BOK FINANCIAL CORP,0000875357,NASDAQ,25-NSE,2021-08-20,0001354457-21-000954,xslF25X02/primary_doc.xml,4746394871.522331,yahoo_historical
SFB,STIFEL FINANCIAL CORP,0000720672,NYSE,25-NSE,2021-08-20,0000876661-21-001211,xslF25X02/primary_doc.xml,,none
GAINI,GLADSTONE INVESTMENT CORPORATION\DE,0001321741,NASDAQ,25-NSE,2021-08-18,0001354457-21-000946,xslF25X02/primary_doc.xml,,none
REXR-PC,"Rexford Industrial Realty, Inc.",0001571283,NYSE,25-NSE,2021-08-16,0000876661-21-001202,xslF25X02/primary_doc.xml,,none
DBRG-PJ,"DigitalBridge Group, Inc.",0001679688,NYSE,25-NSE,2021-08-16,0000876661-21-001196,xslF25X02/primary_doc.xml,,none
SKLZ,Skillz Inc.,0001801661,NYSE,25-NSE,2021-08-16,0000876661-21-001198,xslF25X02/primary_doc.xml,2592530874.0,yahoo_historical
SHO-PI,"Sunstone Hotel Investors, Inc.",0001295810,NYSE,25-NSE,2021-08-12,0000876661-21-001193,xslF25X02/primary_doc.xml,,none
RNR-PG,RENAISSANCERE HOLDINGS LTD,0000913144,NYSE,25-NSE,2021-08-11,0000876661-21-001182,xslF25X02/primary_doc.xml,,none
HIMS,"Hims & Hers Health, Inc.",0001773751,NYSE,25-NSE,2021-08-09,0000876661-21-001167,xslF25X02/primary_doc.xml,1804599332.5557518,yahoo_historical
TEF,TELEFONICA S A,0000814052,NYSE,25-NSE,2021-08-02,0000876661-21-001144,xslF25X02/primary_doc.xml,18717530992.556107,yahoo_historical
RSVRW,"Reservoir Media, Inc.",0001824403,NASDAQ,25-NSE,2021-07-28,0001354457-21-000867,xslF25X02/primary_doc.xml,,none
SBLK,Star Bulk Carriers Corp.,0001386716,NASDAQ,25-NSE,2021-07-27,0001354457-21-000859,xslF25X02/primary_doc.xml,1211046343.4224167,yahoo_historical
BPYPO,Brookfield Property Partners L.P.,0001545772,NASDAQ,25-NSE,2021-07-26,0001354457-21-000846,xslF25X02/primary_doc.xml,,none
WGSWW,GeneDx Holdings Corp.,0001818331,NASDAQ,25-NSE,2021-07-23,0001354457-21-000842,xslF25X02/primary_doc.xml,,none
BCIC,BCP Investment Corp,0001372807,NASDAQ,25-NSE,2021-07-23,0001354457-21-000844,xslF25X02/primary_doc.xml,168058962.5026102,yahoo_historical
OPFI-WT,OppFi Inc.,0001818502,NYSE,25-NSE,2021-07-21,0000876661-21-001098,xslF25X02/primary_doc.xml,,none
HLLY-WT,Holley Inc.,0001822928,NYSE,25-NSE,2021-07-19,0000876661-21-001081,xslF25X02/primary_doc.xml,,none
MCK,MCKESSON CORP,0000927653,NYSE,25-NSE,2021-07-19,0000876661-21-001083,xslF25X02/primary_doc.xml,22679132785.347748,yahoo_historical
BLDR,"Builders FirstSource, Inc.",0001316835,NYSE,25,2021-07-16,0001193125-21-217383,d181828d25.htm,4531592158.760227,yahoo_historical
OFG,OFG BANCORP,0001030469,NYSE,25-NSE,2021-07-15,0000876661-21-001067,xslF25X02/primary_doc.xml,824612716.9589996,yahoo_historical
GL-PD,GLOBE LIFE INC.,0000320335,NYSE,25-NSE,2021-07-15,0000876661-21-001057,xslF25X02/primary_doc.xml,,none
SREA,SEMPRA,0001032208,NYSE,25-NSE,2021-07-15,0000876661-21-001064,xslF25X02/primary_doc.xml,,none
OPENZ,Opendoor Technologies Inc.,0001801169,NASDAQ,25-NSE,2021-07-09,0001354457-21-000772,xslF25X02/primary_doc.xml,,none
SPE-PC,"SPECIAL OPPORTUNITIES FUND, INC.",0000897802,NYSE,25-NSE,2021-07-07,0000876661-21-001011,xslF25X02/primary_doc.xml,,none
ALIT,"Alight, Inc. / Delaware",0001809104,NYSE,25-NSE,2021-07-06,0000876661-21-001003,xslF25X02/primary_doc.xml,4508145273.460818,yahoo_historical
CHPT,"ChargePoint Holdings, Inc.",0001777393,NYSE,25-NSE,2021-07-06,0000876661-21-000999,xslF25X02/primary_doc.xml,14716952264.533997,yahoo_historical
HCXY,"Hercules Capital, Inc.",0001280784,NYSE,25-NSE,2021-07-02,0000876661-21-000990,xslF25X02/primary_doc.xml,1908537403.0002594,yahoo_historical
FTV,Fortive Corp,0001659166,NYSE,25-NSE,2021-07-02,0000876661-21-000988,xslF25X02/primary_doc.xml,16605736717.560211,yahoo_historical
EVGOW,EVgo Inc.,0001821159,NASDAQ,25,2021-07-01,0001213900-21-035307,ea143557-25_climatechange1.htm,,none
AVPT,"AvePoint, Inc.",0001777921,NASDAQ,25-NSE,2021-07-01,0001354457-21-000755,xslF25X02/primary_doc.xml,2613208506.344619,yahoo_historical
ARES-PB,Ares Management Corp,0001176948,NYSE,25-NSE,2021-06-30,0000876661-21-000977,xslF25X02/primary_doc.xml,,none
GOODO,GLADSTONE COMMERCIAL CORP,0001234006,NASDAQ,25-NSE,2021-06-29,0001354457-21-000738,xslF25X02/primary_doc.xml,,none
ABR-PF,ARBOR REALTY TRUST INC,0001253986,NYSE,25-NSE,2021-06-24,0000876661-21-000934,xslF25X02/primary_doc.xml,,none
TCBIO,TEXAS CAPITAL BANCSHARES INC/TX,0001077428,NASDAQ,25-NSE,2021-06-22,0001354457-21-000687,xslF25X02/primary_doc.xml,,none
SFBS,"ServisFirst Bancshares, Inc.",0001430723,NYSE,25,2021-06-21,0001171843-21-004407,f25_061821.htm,3408026528.922596,yahoo_historical
BWA,BORGWARNER INC,0000908255,NYSE,25-NSE,2021-06-21,0000876661-21-000921,xslF25X02/primary_doc.xml,8552860469.129124,yahoo_historical
OPTT,"Ocean Power Technologies, Inc.",0001378140,AMEX,25,2021-06-21,0001493152-21-014714,form25.htm,462055023.6386061,yahoo_historical
MYPSW,"PLAYSTUDIOS, Inc.",0001823878,NASDAQ,25-NSE,2021-06-21,0001354457-21-000684,xslF25X02/primary_doc.xml,,none
MAPSW,"WM TECHNOLOGY, INC.",0001779474,NASDAQ,25-NSE,2021-06-15,0001354457-21-000664,xslF25X02/primary_doc.xml,,none
HWCPZ,HANCOCK WHITNEY CORP,0000750577,NASDAQ,25-NSE,2021-06-14,0001354457-21-000656,xslF25X02/primary_doc.xml,,none
QSIAW,Quantum-Si Inc,0001816431,NASDAQ,25-NSE,2021-06-10,0001354457-21-000641,xslF25X02/primary_doc.xml,,none
KPLTW,"Katapult Holdings, Inc.",0001785424,NASDAQ,25-NSE,2021-06-09,0001354457-21-000634,xslF25X02/primary_doc.xml,,none
MP,MP Materials Corp. / DE,0001801368,NYSE,25-NSE,2021-06-07,0000876661-21-000849,xslF25X02/primary_doc.xml,5848605939.0,yahoo_historical
APD,"Air Products & Chemicals, Inc.",0000002969,NYSE,25-NSE,2021-06-02,0000876661-21-000826,xslF25X02/primary_doc.xml,60427127468.167114,yahoo_historical
SCHW-PJ,SCHWAB CHARLES CORP,0000316709,NYSE,25-NSE,2021-06-01,0000876661-21-000806,xslF25X02/primary_doc.xml,,none
WRB-PF,BERKLEY W R CORP,0000011544,NYSE,25-NSE,2021-06-01,0000876661-21-000813,xslF25X02/primary_doc.xml,,none
TFC-PR,TRUIST FINANCIAL CORP,0000092230,NYSE,25-NSE,2021-06-01,0000876661-21-000805,xslF25X02/primary_doc.xml,,none
GATX,GATX CORP,0000040211,NYSE,25-NSE,2021-06-01,0000876661-21-000814,xslF25X02/primary_doc.xml,3276594780.9727173,yahoo_historical
FDX,FEDEX CORP,0001048911,NYSE,25-NSE,2021-05-20,0000876661-21-000750,xslF25X02/primary_doc.xml,66177881043.62109,yahoo_historical
STX,Seagate Technology Holdings plc,0001137789,NASDAQ,25-NSE,2021-05-18,0001354457-21-000576,xslF25X02/primary_doc.xml,19035355626.762314,yahoo_historical
DLR-PL,"DIGITAL REALTY TRUST, INC.",0001297996,NYSE,25-NSE,2021-05-17,0000876661-21-000731,xslF25X02/primary_doc.xml,,none
HXL,HEXCEL CORP /DE/,0000717605,NYSE,25-NSE,2021-05-13,0000876661-21-000718,xslF25X02/primary_doc.xml,3946761342.1053886,yahoo_historical
ELPC,ENERGY CO OF PARANA,0001041792,NYSE,25-NSE,2021-04-28,0000876661-21-000597,xslF25X02/primary_doc.xml,7885538304.0,yahoo_current
HTFC,Horizon Technology Finance Corp,0001487428,NYSE,25-NSE,2021-04-28,0000876661-21-000599,xslF25X02/primary_doc.xml,,none
BIOX,Bioceres Crop Solutions Corp.,0001769484,NASDAQ,25,2021-04-26,0001104659-21-054811,tm2113643d2_25.htm,882990279.1439018,yahoo_historical
ICMB,"Investcorp Credit Management BDC, Inc.",0001578348,NASDAQ,25-NSE,2021-04-23,0001354457-21-000507,xslF25X02/primary_doc.xml,40324647.37527275,yahoo_historical
LEE,"LEE ENTERPRISES, Inc",0000058361,NASDAQ,25,2021-04-16,0001437749-21-009158,lee20210412_25.htm,177944310.0,yahoo_historical
WWD,"Woodward, Inc.",0000108312,NASDAQ,25,2021-04-16,0001193125-21-119340,d172061d25.htm,7198763622.889923,yahoo_historical
ALTG-PA,ALTA EQUIPMENT GROUP INC.,0001759824,NYSE,25-NSE,2021-04-12,0000876661-21-000536,xslF25X02/primary_doc.xml,,none
RVTY,"REVVITY, INC.",0000031791,NYSE,25-NSE,2021-04-09,0000876661-21-000520,xslF25X02/primary_doc.xml,14949591815.980362,yahoo_historical
DK,"Delek US Holdings, Inc.",0001694426,NYSE,25-NSE,2021-04-08,0000876661-21-000516,xslF25X02/primary_doc.xml,1146456544.737568,yahoo_historical
CMT,CORE MOLDING TECHNOLOGIES INC,0001026655,AMEX,25-NSE,2021-04-07,0001143313-21-000013,xslF25X02/primary_doc.xml,99654151.85930729,yahoo_historical
PLAY,"Dave & Buster's Entertainment, Inc.",0001525769,NASDAQ,25,2021-04-05,0001104659-21-046603,tm2111089d2_25.htm,1537029334.216423,yahoo_historical
TPVG,TriplePoint Venture Growth BDC Corp.,0001580345,NYSE,25-NSE,2021-04-05,0000876661-21-000506,xslF25X02/primary_doc.xml,313735972.94680166,yahoo_historical
BXP,"BXP, Inc.",0001037540,NYSE,25-NSE,2021-04-01,0000876661-21-000484,xslF25X02/primary_doc.xml,12938383206.316566,yahoo_historical
AX,"Axos Financial, Inc.",0001299709,NYSE,25-NSE,2021-03-31,0000876661-21-000474,xslF25X02/primary_doc.xml,2662834438.9449234,yahoo_historical
STAG,"STAG Industrial, Inc.",0001479094,NYSE,25-NSE,2021-03-31,0000876661-21-000478,xslF25X02/primary_doc.xml,5170477287.489319,yahoo_historical
MDLZ,"Mondelez International, Inc.",0001103982,NASDAQ,25-NSE,2021-03-30,0001354457-21-000427,xslF25X02/primary_doc.xml,67232888208.57396,yahoo_historical
RSI,"Rush Street Interactive, Inc.",0001793659,NYSE,25-NSE,2021-03-25,0000876661-21-000456,xslF25X02/primary_doc.xml,1562674582.0950441,yahoo_historical
WPC,W. P. Carey Inc.,0001025378,NYSE,25-NSE,2021-03-24,0000876661-21-000450,xslF25X02/primary_doc.xml,11104529389.652344,yahoo_historical
FLS,FLOWSERVE CORP,0000030625,NYSE,25-NSE,2021-03-19,0001143362-21-000048,xslF25X02/primary_doc.xml,4589608679.486458,yahoo_historical
WWR,"WESTWATER RESOURCES, INC.",0000839470,AMEX,25,2021-03-18,0001052918-21-000077,wwrf25mar17-21.htm,687878566.1181183,yahoo_historical
AIZN,"ASSURANT, INC.",0001267238,NYSE,25-NSE,2021-03-15,0000876661-21-000371,xslF25X02/primary_doc.xml,,none
IIIN,INSTEEL INDUSTRIES INC,0000764401,NYSE,25,2021-03-15,0001437749-21-006027,iiin20210310_25.htm,571482893.3496094,yahoo_historical
TWOD,TWO HARBORS INVESTMENT CORP.,0001465740,NYSE,25-NSE,2021-03-15,0000876661-21-000367,xslF25X02/primary_doc.xml,,none
TOL,"Toll Brothers, Inc.",0000794170,NYSE,25-NSE,2021-03-15,0000876661-21-000386,xslF25X02/primary_doc.xml,5101548463.691711,yahoo_historical
AEVAW,"Aeva Technologies, Inc.",0001789029,NASDAQ,25-NSE,2021-03-15,0000876661-21-000376,xslF25X02/primary_doc.xml,,none
NMFCZ,New Mountain Finance Corp,0001496099,NASDAQ,25-NSE,2021-03-08,0001354457-21-000318,xslF25X02/primary_doc.xml,,none
EBAY,EBAY INC,0001065088,NASDAQ,25-NSE,2021-03-01,0001354457-21-000280,xslF25X02/primary_doc.xml,24299745117.1875,yahoo_historical
SPRU,SPRUCE POWER HOLDING CORP,0001772720,NYSE,25-NSE,2021-03-01,0000876661-21-000278,xslF25X02/primary_doc.xml,2158460979.8469696,yahoo_historical
MRCC,MONROE CAPITAL Corp,0001512931,NASDAQ,25-NSE,2021-02-18,0001354457-21-000244,xslF25X02/primary_doc.xml,111905136.90135956,yahoo_historical
CTDD,QWEST CORP,0000068622,NYSE,25-NSE,2021-02-16,0000876661-21-000214,xslF25X02/primary_doc.xml,,none
DX-PC,DYNEX CAPITAL INC,0000826675,NYSE,25-NSE,2021-02-16,0000876661-21-000213,xslF25X02/primary_doc.xml,,none
BFLY,"Butterfly Network, Inc.",0001804176,NYSE,25-NSE,2021-02-16,0000876661-21-000209,xslF25X02/primary_doc.xml,5088941437.5,yahoo_historical
SCM,Stellus Capital Investment Corp,0001551901,NYSE,25-NSE,2021-02-16,0000876661-21-000221,xslF25X02/primary_doc.xml,190927079.5741787,yahoo_historical
LANDO,GLADSTONE LAND Corp,0001495240,NASDAQ,25-NSE,2021-02-12,0001354457-21-000222,xslF25X02/primary_doc.xml,,none
NUVB-WT,Nuvation Bio Inc.,0001811063,NYSE,25-NSE,2021-02-11,0000876661-21-000193,xslF25X02/primary_doc.xml,,none
PLBY,"Playboy, Inc.",0001803914,NASDAQ,25-NSE,2021-02-11,0001354457-21-000211,xslF25X02/primary_doc.xml,1424552486.6143227,yahoo_historical
ADNWW,"ADVENT TECHNOLOGIES HOLDINGS, INC.",0001744494,NASDAQ,25-NSE,2021-02-05,0001354457-21-000177,xslF25X02/primary_doc.xml,,none
IRON,"Disc Medicine, Inc.",0001816736,NASDAQ,25-NSE,2021-02-05,0001354457-21-000178,xslF25X02/primary_doc.xml,14337511066.782593,yahoo_historical
GPOR,GULFPORT ENERGY CORP,0000874499,NYSE,25-NSE,2021-02-02,0001354457-21-000141,xslF25X02/primary_doc.xml,3734713856.0,yahoo_current
CTO-PA,"CTO Realty Growth, Inc.",0000023795,NYSE,25-NSE,2021-02-01,0001143313-21-000004,xslF25X02/primary_doc.xml,,none
CRMD,CorMedix Inc.,0001410098,NASDAQ,25,2021-02-01,0001213900-21-005753,ea134328-25_cormedix.htm,701222470.4443645,yahoo_historical
GTLS,CHART INDUSTRIES INC,0000892553,NYSE,25,2021-01-29,0001193125-21-022712,d88975d25.htm,5399299212.267105,yahoo_historical
VTAK,"Catheter Precision, Inc.",0001716621,AMEX,25,2021-01-29,0000950123-21-000738,rmed-25rd2_20210129.htm,104448616875.0,yahoo_historical
VRT,Vertiv Holdings Co,0001674101,NYSE,25-NSE,2021-01-19,0000876661-21-000083,xslF25X02/primary_doc.xml,7845995843.924601,yahoo_historical
UTZ,"Utz Brands, Inc.",0001739566,NYSE,25-NSE,2021-01-14,0000876661-21-000065,xslF25X02/primary_doc.xml,1877905089.8135796,yahoo_historical
ORCL,ORACLE CORP,0001341439,NYSE,25-NSE,2021-01-11,0000876661-21-000039,xslF25X02/primary_doc.xml,169113365163.91754,yahoo_historical
MFAO,"MFA FINANCIAL, INC.",0001055160,NYSE,25-NSE,2021-01-06,0000876661-21-000011,xslF25X02/primary_doc.xml,,none
CELG-RI,BRISTOL MYERS SQUIBB CO,0000014272,NYSE,25-NSE,2021-01-04,0000876661-21-000003,xslF25X02/primary_doc.xml,,none
GRX,Gabelli Healthcare & WellnessRx Trust,0001391437,NYSE,25-NSE,2020-12-28,0000876661-20-001269,xslF25X02/primary_doc.xml,133485542.6656189,yahoo_historical
NLY-PJ,ANNALY CAPITAL MANAGEMENT INC,0001043219,NYSE,25-NSE,2020-12-23,0000876661-20-001263,xslF25X02/primary_doc.xml,,none
DXLG,"DESTINATION XL GROUP, INC.",0000813298,NASDAQ,25,2020-12-21,0001193125-20-322274,d34432d25.htm,11477846.791644618,yahoo_historical
BTE,BAYTEX ENERGY CORP.,0001279495,NYSE,25-NSE,2020-12-18,0000876661-20-001231,xslF25X02/primary_doc.xml,439516502.89747345,yahoo_historical
ELC,"ENTERGY LOUISIANA, LLC",0001348952,NYSE,25-NSE,2020-12-16,0000876661-20-001161,xslF25X02/primary_doc.xml,,none
PAGP,PLAINS GP HOLDINGS LP,0001581990,NASDAQ,25,2020-12-11,0001104659-20-134587,tm2037371-2_25.htm,1242785112.2459793,yahoo_historical
MTG,MGIC INVESTMENT CORP,0000876437,NYSE,25-NSE,2020-12-07,0000876661-20-001129,xslF25X02/primary_doc.xml,2437249048.5715284,yahoo_historical
CIFR,Cipher Mining Inc.,0001819989,NASDAQ,25-NSE,2020-12-04,0001354457-20-000751,xslF25X02/primary_doc.xml,3946969529.0306053,yahoo_historical
PRPL,"Purple Innovation, Inc.",0001643953,NASDAQ,25,2020-11-30,0001213900-20-039796,ea130616-25_purpleinnovation.htm,3226755412.543083,yahoo_historical
VIV,TELEFONICA BRASIL S.A.,0001066119,NYSE,25-NSE,2020-11-24,0000876661-20-001087,xslF25X02/primary_doc.xml,9003811735.449577,yahoo_historical
AFGB,AMERICAN FINANCIAL GROUP INC,0001042046,NYSE,25-NSE,2020-11-16,0000876661-20-001048,xslF25X02/primary_doc.xml,,none
CGC,Canopy Growth Corp,0001737927,NASDAQ,25,2020-11-13,0001193125-20-292452,d80051d25.htm,92311842639.34525,yahoo_historical
AVY,Avery Dennison Corp,0000008818,NYSE,25,2020-11-09,0001193125-20-289154,d812044d25.htm,10787975995.180756,yahoo_historical
ETI-P,"ENTERGY TEXAS, INC.",0001427437,NYSE,25-NSE,2020-11-02,0000876661-20-001009,xslF25X02/primary_doc.xml,,none
HST,"HOST HOTELS & RESORTS, INC.",0001070750,NASDAQ,25,2020-10-30,0001193125-20-282644,d64208d25.htm,5957082846.559799,yahoo_historical
HTZWW,"HERTZ GLOBAL HOLDINGS, INC",0001657853,NASDAQ,25-NSE,2020-10-30,0000876661-20-001005,xslF25X02/primary_doc.xml,,none
ADV,Advantage Solutions Inc.,0001776661,NASDAQ,25-NSE,2020-10-28,0001354457-20-000650,xslF25X02/primary_doc.xml,2890769054.8834276,yahoo_historical
CHRD,Chord Energy Corp,0001486159,NASDAQ,25-NSE,2020-10-27,0001354457-20-000638,xslF25X02/primary_doc.xml,4265944.581518322,yahoo_historical
EAI,"ENTERGY ARKANSAS, LLC",0000007323,NYSE,25-NSE,2020-10-14,0000876661-20-000920,xslF25X02/primary_doc.xml,1002557504.0,yahoo_current
AIR,AAR CORP,0000001750,NYSE,25-NSE,2020-10-06,0000876882-20-000006,xslF25X02/primary_doc.xml,753064854.4122849,yahoo_historical
PRS,PRUDENTIAL FINANCIAL INC,0001137774,NYSE,25-NSE,2020-09-23,0000876661-20-000811,xslF25X02/primary_doc.xml,,none
